@_fa,prism:url,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,openaccess,openaccessFlag,prism:eIssn,freetoread,freetoreadLabel,prism:issueIdentifier
true,https://api.elsevier.com/content/abstract/scopus_id/105029658222,2-s2.0-105029658222,Time lapse X-ray imaging reveals dual-role significance of hot cracks in high-temperature fatigued L-PBF Hastelloy X,Zhang H.,International Journal of Fatigue,01421123,208,,2026-07-01,July 2026,10.1016/j.ijfatigue.2026.109558,0,"[{'@_fa': 'true', 'affilname': 'Southwest Jiaotong University', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Beijing Institute of Aeronautical Materials', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'AECC Commercial Aircraft Engine Co., Ltd', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ltd.', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'TaiHang Laboratory', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105029703052,2-s2.0-105029703052,Interdiffusion behavior of NiCrAlYSi coatings in laser additive manufacturing and as-cast single-crystal superalloys,Liu Y.,Materials Letters,0167577X,410,,2026-05-01,1 May 2026,10.1016/j.matlet.2026.140238,0,"[{'@_fa': 'true', 'affilname': 'Northwestern Polytechnical University', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,18734979,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105026964735,2-s2.0-105026964735,Process gas influence on Very-High-Cycle fatigue response of Inconel 718 fabricated by laser powder bed fusion,Rauf A.,International Journal of Fatigue,01421123,206,,2026-05-01,May 2026,10.1016/j.ijfatigue.2025.109460,0,"[{'@_fa': 'true', 'affilname': 'KU Leuven', 'affiliation-city': 'Leuven', 'affiliation-country': 'Belgium'}, {'@_fa': 'true', 'affilname': 'Samuel Ginn College of Engineering', 'affiliation-city': 'Auburn', 'affiliation-country': 'United States'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105027244896,2-s2.0-105027244896,Optimized processing parameters for crack-free fabrication of unweldable Inconel 738LC via directed energy deposition,Ekubaru Y.,Optics and Laser Technology,00303992,196,,2026-04-01,April 2026,10.1016/j.optlastec.2026.114727,0,"[{'@_fa': 'true', 'affilname': 'Nikon Corporation', 'affiliation-city': 'Tokyo', 'affiliation-country': 'Japan'}, {'@_fa': 'true', 'affilname': 'Technology Nikon AM', 'affiliation-city': 'Long Beach', 'affiliation-country': 'United States'}]",Journal,ar,Article,1,True,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105028939607,2-s2.0-105028939607,Hot oxidation and corrosion resistance of nickel-based superalloy Inconel 617 fabricated by wire arc additive manufacturing for powerplant applications,Kannan A.R.,Materials Characterization,10445803,233,,2026-03-01,March 2026,10.1016/j.matchar.2026.116075,0,"[{'@_fa': 'true', 'affilname': 'National Institute of Technology Tiruchirappalli', 'affiliation-city': 'Tiruchirappalli', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'Incheon National University', 'affiliation-city': 'Incheon', 'affiliation-country': 'South Korea'}, {'@_fa': 'true', 'affilname': 'PSG Institute of Technology and Applied Research', 'affiliation-city': 'Coimbatore', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'RV Institute of Technology and Management', 'affiliation-city': 'Bengaluru', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'Coimbatore Institute of Engineering and Technology', 'affiliation-city': 'Coimbatore', 'affiliation-country': 'India'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105029270375,2-s2.0-105029270375,Interplay between solidification conditions and post heat treatments on properties of a nickel-based superalloy processed by wire directed energy deposition,Pixner F.,Materials and Design,02641275,263,,2026-03-01,March 2026,10.1016/j.matdes.2026.115542,0,"[{'@_fa': 'true', 'affilname': 'Politechnika Warszawska', 'affiliation-city': 'Warsaw', 'affiliation-country': 'Poland'}, {'@_fa': 'true', 'affilname': 'Technische Universitat Graz', 'affiliation-city': 'Graz', 'affiliation-country': 'Austria'}, {'@_fa': 'true', 'affilname': 'ARC Leichtmetallkompetenzzentrum Ranshofen GmbH', 'affiliation-city': 'Ranshofen', 'affiliation-country': 'Austria'}]",Journal,ar,Article,1,True,18734197,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105028989797,2-s2.0-105028989797,Process-parameter-dependent defects formation mechanisms in laser powder bed fusion of non-weldable nickel-based superalloy,Bao Z.,Journal of Materials Research and Technology,22387854,41,2534-2555,2026-03-01,March - April 2026,10.1016/j.jmrt.2026.01.177,0,"[{'@_fa': 'true', 'affilname': 'Sichuan University', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,22140697,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105027568074,2-s2.0-105027568074,A theoretical model for predicting multi-cracking susceptibility in Ni-based superalloys fabricated by additive manufacturing,Li M.,Journal of Materials Processing Technology,09240136,349,,2026-03-01,March 2026,10.1016/j.jmatprotec.2026.119219,0,"[{'@_fa': 'true', 'affilname': 'State Key Laboratory for Manufacturing Systems Engineering', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,18734774,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105029228503,2-s2.0-105029228503,Designing refractory complex concentrated alloys for extreme environments,He Q.,Current Opinion in Solid State and Materials Science,13590286,41,,2026-03-01,March 2026,10.1016/j.cossms.2026.101255,0,"[{'@_fa': 'true', 'affilname': 'Shanghai Jiao Tong University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'City University of Hong Kong', 'affiliation-city': 'Hong Kong', 'affiliation-country': 'Hong Kong'}, {'@_fa': 'true', 'affilname': 'Shanghai University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'National University of Defense Technology China', 'affiliation-city': 'Changsha', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Beijing Institute of Aeronautical Materials', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,re,Review,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105029386015,2-s2.0-105029386015,Effect of TiC particles on the microstructure formation and wear performance of Inconel 718 fabricated by selective arc melting,Xie W.,Archives of Civil and Mechanical Engineering,16449665,26,,2026-03-01,March 2026,10.1007/s43452-026-01451-3,0,"[{'@_fa': 'true', 'affilname': 'Harbin Institute of Technology', 'affiliation-city': 'Harbin', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,20833318,,,2
