@_fa,prism:url,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:issueIdentifier
true,https://api.elsevier.com/content/abstract/scopus_id/105036236556,2-s2.0-105036236556,Coherent γ′-precipitated strengthening in Fe-Ni-based high-entropy superalloys fabricated by laser direct energy deposition,Yue J.,Vacuum,0042207X,18792715,251,,2026-08-01,August 2026,10.1016/j.vacuum.2026.115347,0,"[{'@_fa': 'true', 'affilname': 'Dalian University of Technology', 'affiliation-city': 'Dalian', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'China Academy of Engineering Physics', 'affiliation-city': 'Mianyang', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105036054423,2-s2.0-105036054423,A physics informed machine learning framework for fatigue life prediction of additively manufactured Ni-based superalloy,Wang P.,Engineering Fracture Mechanics,00137944,,341,,2026-07-10,10 July 2026,10.1016/j.engfracmech.2026.112200,0,"[{'@_fa': 'true', 'affilname': 'University of Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Sapienza Università di Roma', 'affiliation-city': 'Rome', 'affiliation-country': 'Italy'}, {'@_fa': 'true', 'affilname': 'Beihang University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Institute of Process Engineering Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Institute of Mechanics Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Suzhou Laboratory', 'affiliation-city': 'Suzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105034389384,2-s2.0-105034389384,Effect of solution temperature on microstructure and high-temperature tensile performance of additive manufacturing Y micro-alloyed GH3536 superalloy,Zhao X.,Materials Letters,0167577X,18734979,414,,2026-07-01,1 July 2026,10.1016/j.matlet.2026.140584,0,"[{'@_fa': 'true', 'affilname': 'Institute of Metal Research Chinese Academy of Sciences', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shenyang University of Technology', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105033874299,2-s2.0-105033874299,Yttrium-driven liquid-film engineering suppresses hot cracking in high-γ′-content nickel-based superalloys under rapid solidification laser glazing,Li Y.,Scripta Materialia,13596462,,279,,2026-07-01,1 July 2026,10.1016/j.scriptamat.2026.117300,0,"[{'@_fa': 'true', 'affilname': 'Shanghai Jiao Tong University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shanghai Key Laboratory of Materials Laser Processing and Modification', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105035233556,2-s2.0-105035233556,Field-assisted additive manufacturing of nickel-based superalloys: A review,Chen M.,Journal of Manufacturing Processes,15266125,,168,52-93,2026-06-30,30 June 2026,10.1016/j.jmapro.2026.04.015,0,"[{'@_fa': 'true', 'affilname': 'Wuhan University of Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Wuhan Institute of Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'State Key Laboratory of Advanced Technology for Materials Synthesis and Processing', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",Journal,re,Review,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105036190459,2-s2.0-105036190459,Strain-age cracking of a γ′-strengthened nickel-based superalloy additively manufactured by laser powder bed fusion,Xu J.,Acta Materialia,13596454,,312,,2026-06-15,15 June 2026,10.1016/j.actamat.2026.122244,0,"[{'@_fa': 'true', 'affilname': 'Chalmers University of Technology', 'affiliation-city': 'Gothenburg', 'affiliation-country': 'Sweden'}, {'@_fa': 'true', 'affilname': 'Linköpings Universitet', 'affiliation-city': 'Linkoping', 'affiliation-country': 'Sweden'}, {'@_fa': 'true', 'affilname': 'EOS Electro Optical Systems Finland Oy', 'affiliation-city': 'Turku', 'affiliation-country': 'Finland'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105034468277,2-s2.0-105034468277,"Powder metallurgy in additive manufacturing: Trends, challenges, methods, materials, and emerging applications",Aslan M.,Powder Technology,00325910,1873328X,476,,2026-06-01,June 2026,10.1016/j.powtec.2026.122420,0,"[{'@_fa': 'true', 'affilname': 'Gaziantep Üniversitesi', 'affiliation-city': 'Gaziantep', 'affiliation-country': 'Turkey'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105036346533,2-s2.0-105036346533,Laser powder bed fusion of crack-free GH3230 superalloy via grain boundary carbon segregation,Wang L.,Materials Characterization,10445803,,236,,2026-06-01,June 2026,10.1016/j.matchar.2026.116413,0,"[{'@_fa': 'true', 'affilname': 'Shandong University', 'affiliation-city': 'Jinan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ltd.', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105034258384,2-s2.0-105034258384,Effect of thermal history on microstructure and mechanical properties of laser direct energy deposited Inconel 718,Meng G.,CIRP Journal of Manufacturing Science and Technology,17555817,18780016,66,125-138,2026-06-01,June 2026,10.1016/j.cirpj.2026.02.007,0,"[{'@_fa': 'true', 'affilname': 'Jiangnan University', 'affiliation-city': 'Wuxi', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'School of Mechanical Engineering and Automation, Northeastern University', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shenyang Institute of Automation Chinese Academy of Sciences', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105036101946,2-s2.0-105036101946,Tailoring microstructure using pulsed electromagnetic field-assisted directed energy deposition,Fang H.,Materials Today Advances,,25900498,30,,2026-06-01,June 2026,10.1016/j.mtadv.2026.100784,0,"[{'@_fa': 'true', 'affilname': 'Queen Mary University of London', 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'Zhejiang University of Technology', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Metallurgy and Materials Research Institute Chulalongkorn University', 'affiliation-city': 'Bangkok', 'affiliation-country': 'Thailand'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
