@_fa,prism:url,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,openaccess,openaccessFlag,prism:eIssn,freetoread,freetoreadLabel,prism:issueIdentifier
true,https://api.elsevier.com/content/abstract/scopus_id/105046614761,2-s2.0-105046614761,Superior tribological performance of additively manufactured Inconel 625 enabled by in situ phase manipulation,Liu G.,Tribology International,0301679X,226,,2027-02-01,February 2027,10.1016/j.triboint.2026.112566,0,"[{'@_fa': 'true', 'affilname': 'Nanjing University of Aeronautics and Astronautics', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Central South University of Forestry and Technology', 'affiliation-city': 'Changsha', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'College of Mechanical and Electrical Engineering', 'affiliation-city': 'Changsha', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'State Key Laboratory of Precision Manufacturing for Extreme Service Performance', 'affiliation-city': 'Changsha', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105045947286,2-s2.0-105045947286,A review of processing and performance of MAR-M247 nickel-based superalloy for aerospace applications,Roozban F.,Results in Engineering,,32,,2026-12-01,December 2026,10.1016/j.rineng.2026.112169,1,"[{'@_fa': 'true', 'affilname': 'Tarbiat Modares University', 'affiliation-city': 'Tehran', 'affiliation-country': 'Iran'}, {'@_fa': 'true', 'affilname': 'Iran University of Science and Technology', 'affiliation-city': 'Tehran', 'affiliation-country': 'Iran'}, {'@_fa': 'true', 'affilname': 'Islamic Azad University, Karaj Branch', 'affiliation-city': 'Karaj', 'affiliation-country': 'Iran'}, {'@_fa': 'true', 'affilname': 'Materials and Energy Research Centre Iran', 'affiliation-city': 'Karaj', 'affiliation-country': 'Iran'}]",Journal,re,Review,1,True,25901230,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105046517456,2-s2.0-105046517456,Hot corrosion of additively manufactured Inconel 718 in molten solar salt: Effects of heat treatment and long-term exposure,Faraji M.,Journal of Energy Storage,,179,,2026-11-30,30 November 2026,10.1016/j.est.2026.124011,0,"[{'@_fa': 'true', 'affilname': 'Università degli Studi di Padova', 'affiliation-city': 'Padua', 'affiliation-country': 'Italy'}, {'@_fa': 'true', 'affilname': 'Technical University of Denmark', 'affiliation-city': 'Lyngby', 'affiliation-country': 'Denmark'}, {'@_fa': 'true', 'affilname': 'Istituto Nazionale di Fisica Nucleare, Sezione di Padova', 'affiliation-city': 'Padua', 'affiliation-country': 'Italy'}, {'@_fa': 'true', 'affilname': 'Fraunhofer Institute for Solar Energy Systems ISE', 'affiliation-city': 'Freiburg im Breisgau', 'affiliation-country': 'Germany'}]",Journal,ar,Article,1,True,2352152X,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105047523176,2-s2.0-105047523176,Enhanced printability and high-temperature strength of a high-Al/Ti Ni-based superalloy fabricated by additive manufacturing,Lv Y.,Materials Science and Engineering A,09215093,975,,2026-11-01,November 2026,10.1016/j.msea.2026.150959,0,"[{'@_fa': 'true', 'affilname': 'Tianjin University', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Kunming University of Science and Technology', 'affiliation-city': 'Kunming', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'School of Resources and Materials, Northeastern University', 'affiliation-city': 'Qinhuangdao', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Suzhou Nuclear Power Research Institute Co., Ltd.', 'affiliation-city': 'Suzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105046569303,2-s2.0-105046569303,Tailoring the microstructure evolution and mechanical properties for a novel N-doping NiCoCr-based superalloy processed by heat treatment after additive manufacturing,Xu J.,Materials Science and Engineering A,09215093,975,,2026-11-01,November 2026,10.1016/j.msea.2026.150899,0,"[{'@_fa': 'true', 'affilname': 'Shanghai Jiao Tong University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'North China University of Water Resources and Electric Power', 'affiliation-city': 'Zhengzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shanghai Key Laboratory of Materials Laser Processing and Modification', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'CITIC Heavy Industries CO. Ltd', 'affiliation-city': 'Luoyang', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105046826717,2-s2.0-105046826717,In situ B4C decomposition enables strength–ductility synergy in additively manufactured Ni-based superalloy at intermediate temperature,Yang Z.,Materials Science and Engineering A,09215093,975,,2026-11-01,November 2026,10.1016/j.msea.2026.150912,0,"[{'@_fa': 'true', 'affilname': 'Beihang University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Harbin Engineering University', 'affiliation-city': 'Harbin', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105047316401,2-s2.0-105047316401,IN718-induced compositional ductilization suppresses hot cracking in laser directed energy deposited DZ125 superalloy,Cheng F.,Materials Characterization,10445803,240,,2026-10-01,October 2026,10.1016/j.matchar.2026.116913,0,"[{'@_fa': 'true', 'affilname': ""Chang'an University"", 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Sinopec', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'PetroChina Company Limited', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ltd.', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ltd.', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': ""Xi'an Petroleum University"", 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105044807898,2-s2.0-105044807898,Effect of heat treatment on microstructural evolution and mechanical behavior of additively manufactured IN939 superalloy,Shahwaz M.,Materials Science and Engineering A,09215093,973,,2026-10-01,October 2026,10.1016/j.msea.2026.150716,0,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Technology Kharagpur', 'affiliation-city': 'Kharagpur', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'Dublin City University', 'affiliation-city': 'Dublin', 'affiliation-country': 'Ireland'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105046794192,2-s2.0-105046794192,Laser-directed energy deposition of Y₂O₃ nanoparticle-reinforced GH5188 superalloy with enhanced strength,Yan Y.,Journal of Alloys and Compounds,09258388,1080,,2026-09-25,25 September 2026,10.1016/j.jallcom.2026.190339,0,"[{'@_fa': 'true', 'affilname': 'Monash University', 'affiliation-city': 'Melbourne', 'affiliation-country': 'Australia'}, {'@_fa': 'true', 'affilname': 'Wuhan University of Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'State Key Laboratory of Advanced Technology for Materials Synthesis and Processing', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Beijing Institute of Aeronautical Materials', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Hubei Longzhong Laboratory', 'affiliation-city': 'Xiangyang', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105046907149,2-s2.0-105046907149,Microstructural damage and hardening mechanism of additively manufactured Ni-Mo-Cr superalloy under ion irradiation,Zhang W.,Journal of Alloys and Compounds,09258388,1080,,2026-09-25,25 September 2026,10.1016/j.jallcom.2026.190337,0,"[{'@_fa': 'true', 'affilname': 'University of Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Lanzhou University', 'affiliation-city': 'Lanzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shanghai Institute of Applied Physics, Chinese Academy of Sciences', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
