@_fa,prism:url,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,openaccess,openaccessFlag,prism:eIssn,freetoread,freetoreadLabel,prism:issueIdentifier
true,https://api.elsevier.com/content/abstract/scopus_id/105026652631,2-s2.0-105026652631,Unexpected solidification cracking behavior in yttrium-modified Hastelloy-X superalloy fabricated by direct energy deposition,Jiao D.,Journal of Materials Science and Technology,10050302,267,1-12,2026-10-01,1 October 2026,10.1016/j.jmst.2025.12.039,0,"[{'@_fa': 'true', 'affilname': 'Nanjing University of Science and Technology', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'State Key Laboratory of Solidification Processing', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shanghai Institute of Microsystem and Information Technology Chinese Academy of Sciences', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'AECC Commercial Aircraft Engine Co., Ltd', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ltd.', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105025350312,2-s2.0-105025350312,Synergistic effects of γ’/γ’’ precipitates and grain boundary engineering on high-temperature fatigue behavior in GH4169-CoZr superalloys: Multiscale mechanisms,Li R.,International Journal of Fatigue,01421123,206,,2026-05-01,May 2026,10.1016/j.ijfatigue.2025.109441,0,"[{'@_fa': 'true', 'affilname': 'Southeast University', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Nanjing Forestry University', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Institute of Metal Research Chinese Academy of Sciences', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Institute of Corrosion Science and Technology', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105025908571,2-s2.0-105025908571,"Review of high-entropy superalloys: design, microstructure, and properties",Muhammad A.,Materials Chemistry and Physics,02540584,351,,2026-03-01,1 March 2026,10.1016/j.matchemphys.2025.131962,0,"[{'@_fa': 'true', 'affilname': 'Yeungnam University', 'affiliation-city': 'Gyeongsan', 'affiliation-country': 'South Korea'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105025723047,2-s2.0-105025723047,Enhanced creep resistance of additively manufactured UNS N07001 by electron beam melting,Takakuwa R.,Materialia,,45,,2026-03-01,March 2026,10.1016/j.mtla.2025.102638,0,"[{'@_fa': 'true', 'affilname': 'Institute of Science Tokyo', 'affiliation-city': 'Tokyo', 'affiliation-country': 'Japan'}, {'@_fa': 'true', 'affilname': 'Ebara Corporation', 'affiliation-city': 'Tokyo', 'affiliation-country': 'Japan'}]",Journal,ar,Article,1,True,25891529,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105025045797,2-s2.0-105025045797,Global sensitivity analysis for microstructural features to variability in elemental concentration of additively manufactured alloy 718,Jame H.A.,Materialia,,45,,2026-03-01,March 2026,10.1016/j.mtla.2025.102630,0,"[{'@_fa': 'true', 'affilname': 'Robert R. McCormick School of Engineering and Applied Science', 'affiliation-city': 'Evanston', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'College of Engineering', 'affiliation-city': 'Pittsburgh', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Vanderbilt University School of Engineering', 'affiliation-city': 'Nashville', 'affiliation-country': 'United States'}]",Journal,ar,Article,1,True,25891529,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105025551496,2-s2.0-105025551496,Additive manufacturing of nickel superalloys: A critical review of recent advances and future perspectives,Saleh B.,Applied Materials Today,23529407,48,,2026-02-01,February 2026,10.1016/j.apmt.2025.103051,0,"[{'@_fa': 'true', 'affilname': 'Nanjing University of Aeronautics and Astronautics', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Faculty of Engineering', 'affiliation-city': 'Alexandria', 'affiliation-country': 'Egypt'}]",Journal,re,Review,0,False,23529415,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105025200315,2-s2.0-105025200315,"Synergistic effects of Cr on printability, microstructural stability, and mechanical properties of additively manufactured nickel-based superalloys",Gan R.,Materials Science and Engineering A,09215093,952,,2026-02-01,February 2026,10.1016/j.msea.2025.149613,0,"[{'@_fa': 'true', 'affilname': 'Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'University of Science and Technology of China', 'affiliation-city': 'Hefei', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Institute of Metal Research Chinese Academy of Sciences', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shenyang University of Technology', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'School of Material Science and Engineering, Northeastern University', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'TaiHang Laboratory', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105026508156,2-s2.0-105026508156,Correlating Part Geometry to Microstructures in Electron Powder Bed Fusion Additive Manufacturing of Alloy 718,Haines M.P.,Metallurgical and Materials Transactions A Physical Metallurgy and Materials Science,10735623,,,2026-01-01,2026,10.1007/s11661-025-08069-9,0,"[{'@_fa': 'true', 'affilname': 'Imperial College London', 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'A. James Clark School of Engineering', 'affiliation-city': 'College Park', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'University of New South Wales, School of Materials Science and Engineering', 'affiliation-city': 'Kensington', 'affiliation-country': 'Australia'}]",Journal,ar,Article,0,False,15431940,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105025428987,2-s2.0-105025428987,Nanoscale ordering of gamma prime L12 precipitates in as-built additively manufactured Haynes 282 alloy,Shukla A.,Materials Today Communications,,50,,2026-01-01,January 2026,10.1016/j.mtcomm.2025.114518,0,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Technology Madras', 'affiliation-city': 'Chennai', 'affiliation-country': 'India'}]",Journal,ar,Article,1,True,23524928,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105025663845,2-s2.0-105025663845,Significantly enhanced creep resistance in Ni-based superalloy by 3D-printed cellular structure,Li G.,Materials Characterization,10445803,231,,2026-01-01,January 2026,10.1016/j.matchar.2025.115940,0,"[{'@_fa': 'true', 'affilname': 'School of Mechanical Engineering, Beijing Institute of Technology', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'School of Materials Science & Engineering, Beijing Institute of Technology', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Beijing Beiye Functional Materials Corporation', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Tangshan Research Institute', 'affiliation-city': 'Tangshan', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105026353566,2-s2.0-105026353566,"Precise tailoring of manufacturing processes for superalloys: strategy, methodology and validation",Zheng L.,Journal of Aeronautical Materials,10055053,45,1-25,2025-10-01,1 October 2025,10.11868/j.issn.1005-5053.2025.000158,0,"[{'@_fa': 'true', 'affilname': 'Beijing Institute of Aeronautical Materials', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,5
true,https://api.elsevier.com/content/abstract/scopus_id/105025533130,2-s2.0-105025533130,Research progress in microstructure，defects and mechanical properties of IN718 superalloy thin wall fabricated by laser powder bed fusion,Yang P.,Journal of Aeronautical Materials,10055053,45,78-92,2025-10-01,1 October 2025,10.11868/j.issn.1005-5053.2025.000080,0,"[{'@_fa': 'true', 'affilname': 'Northwestern Polytechnical University', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'State Key Laboratory of Solidification Processing', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,5
true,https://api.elsevier.com/content/abstract/scopus_id/105025665738,2-s2.0-105025665738,Effect of pulse frequency on microstructure and properties of laser additive manufactured Inconel 718,Su Y.,Journal of Materials Research and Technology,22387854,38,3087-3099,2025-09-01,September - October 2025,10.1016/j.jmrt.2025.08.182,0,"[{'@_fa': 'true', 'affilname': 'Qilu University of Technology', 'affiliation-city': 'Jinan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shandong Institute of Mechanical Design and Research', 'affiliation-city': 'Jinan', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,22140697,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105025404656,2-s2.0-105025404656,Improved Inconel 718 superalloy repaired performance on 304 stainless steel shafts via recrystallization and Laves phase suppression in hybrid additive-subtractive manufacturing,Li Y.,Journal of Materials Research and Technology,22387854,37,3289-3302,2025-07-01,July - August 2025,10.1016/j.jmrt.2025.07.011,4,"[{'@_fa': 'true', 'affilname': 'Xiamen University', 'affiliation-city': 'Xiamen', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Huaqiao University', 'affiliation-city': 'Quanzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,22140697,,,
