@_fa,prism:url,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,openaccess,openaccessFlag,prism:eIssn,freetoread,freetoreadLabel,prism:issueIdentifier
true,https://api.elsevier.com/content/abstract/scopus_id/105037444419,2-s2.0-105037444419,High-temperature creep failure mechanisms of Inconel 718 fabricated via additive manufacturing: influence of build orientation and geometric discontinuities,Tahsin Z.,Engineering Failure Analysis,13506307,193,,2026-08-01,1 August 2026,10.1016/j.engfailanal.2026.110922,0,"[{'@_fa': 'true', 'affilname': 'College of Engineering', 'affiliation-city': 'Columbia', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Purdue University Northwest', 'affiliation-city': 'Westville', 'affiliation-country': 'United States'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105037452927,2-s2.0-105037452927,High-temperature mechanical properties of a γ′-strengthened Co-based superalloy designed for additive manufacturing,Holtham N.,Scripta Materialia,13596462,281,,2026-08-01,1 August 2026,10.1016/j.scriptamat.2026.117369,0,"[{'@_fa': 'true', 'affilname': 'Oak Ridge National Laboratory', 'affiliation-city': 'Oak Ridge', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'The Robert Mehrabian College of Engineering', 'affiliation-city': 'Santa Barbara', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Carpenter Technology Corporation', 'affiliation-city': 'Reading', 'affiliation-country': 'United States'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105038467914,2-s2.0-105038467914,Experimental determination of initial anisotropy and development of the yield surface of Inconel 718 superalloy produced by additive manufacturing,Kořínek M.,International Journal of Solids and Structures,00207683,337,,2026-08-01,1 August 2026,10.1016/j.ijsolstr.2026.114063,0,"[{'@_fa': 'true', 'affilname': 'VSB – Technical University of Ostrava', 'affiliation-city': 'Ostrava', 'affiliation-country': 'Czech Republic'}, {'@_fa': 'true', 'affilname': 'Opole University of Technology', 'affiliation-city': 'Opole', 'affiliation-country': 'Poland'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105036236556,2-s2.0-105036236556,Coherent γ′-precipitated strengthening in Fe-Ni-based high-entropy superalloys fabricated by laser direct energy deposition,Yue J.,Vacuum,0042207X,251,,2026-08-01,August 2026,10.1016/j.vacuum.2026.115347,0,"[{'@_fa': 'true', 'affilname': 'Dalian University of Technology', 'affiliation-city': 'Dalian', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'China Academy of Engineering Physics', 'affiliation-city': 'Mianyang', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,18792715,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105037047129,2-s2.0-105037047129,Influence of Y2O3 nanoparticles on the microstructure and mechanical properties of an additively manufactured Ni-based superalloy,Zi N.,Vacuum,0042207X,251,,2026-08-01,August 2026,10.1016/j.vacuum.2026.115419,0,"[{'@_fa': 'true', 'affilname': 'Beihang University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Hebei University of Technology', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,18792715,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105036054423,2-s2.0-105036054423,A physics informed machine learning framework for fatigue life prediction of additively manufactured Ni-based superalloy,Wang P.,Engineering Fracture Mechanics,00137944,341,,2026-07-10,10 July 2026,10.1016/j.engfracmech.2026.112200,0,"[{'@_fa': 'true', 'affilname': 'University of Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Sapienza Università di Roma', 'affiliation-city': 'Rome', 'affiliation-country': 'Italy'}, {'@_fa': 'true', 'affilname': 'Beihang University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Institute of Process Engineering Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Institute of Mechanics Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Suzhou Laboratory', 'affiliation-city': 'Suzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105036678384,2-s2.0-105036678384,Microplasticity and macroplasticity behavior of additively manufactured IN 718: In-situ synchrotron X-ray diffraction and dislocation-based crystal plasticity modeling,Luo C.,International Journal of Plasticity,07496419,202,,2026-07-01,July 2026,10.1016/j.ijplas.2026.104703,0,"[{'@_fa': 'true', 'affilname': 'Tsinghua University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Institute of High Energy Physics, Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'National Key Laboratory of Strength and Structural Integrity', 'affiliation-city': 'Shaanxi', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105038304173,2-s2.0-105038304173,Influence of process induced defects and microstructure on very-high-cycle fatigue response of novel alloy ABD-900AM,Rauf A.,Theoretical and Applied Fracture Mechanics,01678442,145,,2026-07-01,July 2026,10.1016/j.tafmec.2026.105654,0,"[{'@_fa': 'true', 'affilname': 'KU Leuven', 'affiliation-city': 'Leuven', 'affiliation-country': 'Belgium'}, {'@_fa': 'true', 'affilname': 'Alloyed Ltd', 'affiliation-city': 'Oxford', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105036190459,2-s2.0-105036190459,Strain-age cracking of a γ′-strengthened nickel-based superalloy additively manufactured by laser powder bed fusion,Xu J.,Acta Materialia,13596454,312,,2026-06-15,15 June 2026,10.1016/j.actamat.2026.122244,0,"[{'@_fa': 'true', 'affilname': 'Chalmers University of Technology', 'affiliation-city': 'Gothenburg', 'affiliation-country': 'Sweden'}, {'@_fa': 'true', 'affilname': 'Linköpings Universitet', 'affiliation-city': 'Linkoping', 'affiliation-country': 'Sweden'}, {'@_fa': 'true', 'affilname': 'EOS Electro Optical Systems Finland Oy', 'affiliation-city': 'Turku', 'affiliation-country': 'Finland'}]",Journal,ar,Article,1,True,,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105037959008,2-s2.0-105037959008,Cracking suppression in powder bed fusion-laser beam of CM247LC Ni-based superalloy,Alqarni A.A.,Materials and Design,02641275,266,,2026-06-01,June 2026,10.1016/j.matdes.2026.116129,0,"[{'@_fa': 'true', 'affilname': 'University of Birmingham', 'affiliation-city': 'Birmingham', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'Loughborough University', 'affiliation-city': 'Loughborough', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'King Khalid University', 'affiliation-city': 'Abha', 'affiliation-country': 'Saudi Arabia'}, {'@_fa': 'true', 'affilname': 'Jubail Industrial College', 'affiliation-city': 'Jubail', 'affiliation-country': 'Saudi Arabia'}, {'@_fa': 'true', 'affilname': 'AMP Technologies', 'affiliation-city': None, 'affiliation-country': 'Germany'}]",Journal,ar,Article,1,True,18734197,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105036346533,2-s2.0-105036346533,Laser powder bed fusion of crack-free GH3230 superalloy via grain boundary carbon segregation,Wang L.,Materials Characterization,10445803,236,,2026-06-01,June 2026,10.1016/j.matchar.2026.116413,0,"[{'@_fa': 'true', 'affilname': 'Shandong University', 'affiliation-city': 'Jinan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ltd.', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105036101946,2-s2.0-105036101946,Tailoring microstructure using pulsed electromagnetic field-assisted directed energy deposition,Fang H.,Materials Today Advances,,30,,2026-06-01,June 2026,10.1016/j.mtadv.2026.100784,0,"[{'@_fa': 'true', 'affilname': 'Queen Mary University of London', 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'Zhejiang University of Technology', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Metallurgy and Materials Research Institute Chulalongkorn University', 'affiliation-city': 'Bangkok', 'affiliation-country': 'Thailand'}]",Journal,ar,Article,1,True,25900498,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105036307649,2-s2.0-105036307649,Microstructure and mechanical properties of Ni superalloy fabricated by laser directed energy deposition (L-DED) versus laser powder bed fusion (L-PBF),Yang X.,Archives of Civil and Mechanical Engineering,16449665,26,,2026-05-01,May 2026,10.1007/s43452-026-01520-7,0,"[{'@_fa': 'true', 'affilname': 'Northeastern University', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Hangzhou City University', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Belarusian National Technical University', 'affiliation-city': 'Minsk', 'affiliation-country': 'Belarus'}]",Journal,ar,Article,0,False,20833318,,,3
true,https://api.elsevier.com/content/abstract/scopus_id/105037211968,2-s2.0-105037211968,Microstructure Evolution and Solute Segregation of Inconel 718 in Laser Additive Manufacturing: A Numerical and Experimental Investigation,Liu H.,Materials,,19,,2026-04-01,April 2026,10.3390/ma19081642,0,"[{'@_fa': 'true', 'affilname': 'Central South University', 'affiliation-city': 'Changsha', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Foshan University', 'affiliation-city': 'Foshan', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,19961944,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",8
true,https://api.elsevier.com/content/abstract/scopus_id/105037213227,2-s2.0-105037213227,A Qualitative Study of the Oxidation Resistance of PBF-LB/M High-Ta Ni-Based Superalloys with Hf Additions,Dörries K.,Materials,,19,,2026-04-01,April 2026,10.3390/ma19081482,0,"[{'@_fa': 'true', 'affilname': 'Technische Universität Braunschweig', 'affiliation-city': 'Braunschweig', 'affiliation-country': 'Germany'}]",Journal,ar,Article,1,True,19961944,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",8
true,https://api.elsevier.com/content/abstract/scopus_id/105037741303,2-s2.0-105037741303,Effect of TiC particles on the microstructure and properties of Inconel 939 processed by selective laser melting,Chen C.,Journal of Materials Research,08842914,,,2026-01-01,2026,10.1557/s43578-026-01841-6,0,"[{'@_fa': 'true', 'affilname': 'Shanghai Polytechnic University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shanghai Research Institute of Materials', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,20445326,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105038395527,2-s2.0-105038395527,Development of High-Performance Blade Materials and Advanced Manufacturing Technologies,Sun H.,Advanced Engineering Materials,14381656,,,2026-01-01,2026,10.1002/adem.202502852,0,"[{'@_fa': 'true', 'affilname': 'Wuhan University of Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'State Key Laboratory of Advanced Technology for Materials Synthesis and Processing', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",Journal,re,Review,0,False,15272648,,,
