@_fa,prism:url,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:issueIdentifier
true,https://api.elsevier.com/content/abstract/scopus_id/105032726841,2-s2.0-105032726841,Effect of microstructural evolution of additively manufactured nickel-based single crystal superalloy on interdiffusion behavior in bond coat/superalloy system,Liu Y.,Vacuum,0042207X,18792715,248,,2026-05-01,May 2026,10.1016/j.vacuum.2026.115220,0,"[{'@_fa': 'true', 'affilname': 'Northwestern Polytechnical University', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105032179102,2-s2.0-105032179102,Crack elimination and mechanical performance enhancement of selective laser melted CM247LC superalloy,Xu Y.,Materials Science and Engineering A,09215093,,959,,2026-05-01,May 2026,10.1016/j.msea.2026.150085,0,"[{'@_fa': 'true', 'affilname': 'Northwestern Polytechnical University', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'State Key Laboratory of Solidification Processing', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Suzhou Laboratory', 'affiliation-city': 'Suzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105032196883,2-s2.0-105032196883,Effect of helium ion irradiation on microstructure of additive manufactured Inconel 718 alloy,Sun L.,Journal of Nuclear Materials,00223115,,626,,2026-05-01,May 2026,10.1016/j.jnucmat.2026.156581,0,"[{'@_fa': 'true', 'affilname': 'Southeast University', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Suzhou Nuclear Power Research Institute Co. Ltd.', 'affiliation-city': 'Suzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Jiangsu Key Laboratory for Advanced Metallic Materials', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105032061271,2-s2.0-105032061271,Role of cellular structures and L12-γ′ precipitates on the strengthening of laser powder bed fused cobalt-based superalloy GH159,Yan X.,Materials Science and Engineering A,09215093,,959,,2026-05-01,May 2026,10.1016/j.msea.2026.150023,0,"[{'@_fa': 'true', 'affilname': 'Guizhou University', 'affiliation-city': 'Guiyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'School of Mechanical and Aerospace Engineering', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}, {'@_fa': 'true', 'affilname': 'A-Star, Institute of Materials Research and Engineering', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105032858173,2-s2.0-105032858173,A high-throughput laser additive manufacturing strategy for probing composition-dependent cracking in a novel Ni-based superalloy,Liu W.,Journal of Alloys and Compounds,09258388,,1061,,2026-04-05,5 April 2026,10.1016/j.jallcom.2026.187226,0,"[{'@_fa': 'true', 'affilname': 'Shandong University of Science and Technology', 'affiliation-city': 'Qingdao', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Yantai University', 'affiliation-city': 'Yantai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ltd.', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105032179236,2-s2.0-105032179236,Powder-level carbide modification controls HIP grain growth and enhances fatigue in reused additively manufactured superalloy,Gruber K.,Additive Manufacturing,,22148604,121,,2026-04-05,5 April 2026,10.1016/j.addma.2026.105152,0,"[{'@_fa': 'true', 'affilname': 'Politechnika Wrocławska', 'affiliation-city': 'Wroclaw', 'affiliation-country': 'Poland'}, {'@_fa': 'true', 'affilname': 'University of Patras', 'affiliation-city': 'Rio', 'affiliation-country': 'Greece'}, {'@_fa': 'true', 'affilname': 'Paul Scherrer Institut', 'affiliation-city': 'Villigen', 'affiliation-country': 'Switzerland'}, {'@_fa': 'true', 'affilname': 'Niels Bohr Institutet', 'affiliation-city': 'Copenhagen', 'affiliation-country': 'Denmark'}, {'@_fa': 'true', 'affilname': 'Laboratory for Neutron Scattering, Villigen', 'affiliation-city': 'Villigen', 'affiliation-country': 'Switzerland'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105032510341,2-s2.0-105032510341,Fe-based super austenitic stainless steel fabricated via laser powder bed fusion: Unprecedented synergy of room-temperature and elevated-temperature strength-ductility,Zhang W.,Materials Characterization,10445803,,234,,2026-04-01,April 2026,10.1016/j.matchar.2026.116241,0,"[{'@_fa': 'true', 'affilname': 'Central South University', 'affiliation-city': 'Changsha', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'School of Mechanical and Aerospace Engineering', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}, {'@_fa': 'true', 'affilname': 'Shanghai Engineering Technology Research Center of Near-Net-Shape Forming for Metallic Materials', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105030931417,2-s2.0-105030931417,Investigating microstructure and mechanical properties of gradient joints between GH3230 and 316 L dissimilar alloys fabricated by directed energy deposition,Wang L.,Materials Characterization,10445803,,234,,2026-04-01,April 2026,10.1016/j.matchar.2026.116188,0,"[{'@_fa': 'true', 'affilname': 'Sichuan University', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Southwest Minzu University', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Yangtze Normal University', 'affiliation-city': 'Chongqing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'School of Physics', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'School of Mechanical Engineering', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105031786077,2-s2.0-105031786077,Rapid characterization of high-temperature oxidation via X-ray diffraction in laser-deposited superalloys,Wu T.,Materials Characterization,10445803,,234,,2026-04-01,April 2026,10.1016/j.matchar.2026.116232,0,"[{'@_fa': 'true', 'affilname': 'Robert R. McCormick School of Engineering and Applied Science', 'affiliation-city': 'Evanston', 'affiliation-country': 'United States'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105031219700,2-s2.0-105031219700,"Wire Arc Additive Manufacturing (WAAM): A comprehensive review of process, materials, modelling, artificial intelligence, and industrial applications",Das B.,Journal of Alloys and Compounds,09258388,,1058,,2026-03-15,15 March 2026,10.1016/j.jallcom.2026.186347,0,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Technology Kanpur', 'affiliation-city': 'Kanpur', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'University of South Africa', 'affiliation-city': 'Pretoria', 'affiliation-country': 'South Africa'}, {'@_fa': 'true', 'affilname': 'Indian Institute of Technology Guwahati', 'affiliation-city': 'Guwahati', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'National Institute of Technology Rourkela', 'affiliation-city': 'Rourkela', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'Graphic Era (Deemed to be University)', 'affiliation-city': 'Dehradun', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'Visvesvaraya National Institute of Technology, Nagpur', 'affiliation-city': 'Nagpur', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'C. V. Raman Global University', 'affiliation-city': 'Bhubaneswar', 'affiliation-country': 'India'}]",Journal,re,Review,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105031059058,2-s2.0-105031059058,Architecting equiaxed grain structures of additively manufactured Ni-based superalloys via heterogeneous nucleation on nano-TiC,Xing L.,Journal of Alloys and Compounds,09258388,,1058,,2026-03-15,15 March 2026,10.1016/j.jallcom.2026.186707,0,"[{'@_fa': 'true', 'affilname': 'Dalian University of Technology', 'affiliation-city': 'Dalian', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'AVIC Manufacturing Technology Institute', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
