@_fa,prism:url,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:eIssn,prism:issueIdentifier
true,https://api.elsevier.com/content/abstract/scopus_id/105044287345,2-s2.0-105044287345,Experimental and numerical investigation of low-cycle fatigue in additively manufactured K418B hollow turbine disks: full-scale spin testing and life prediction,Oskui A.E.h.,Engineering Failure Analysis,13506307,197,,2026-11-01,1 November 2026,10.1016/j.engfailanal.2026.111233,0,"[{'@_fa': 'true', 'affilname': 'Zhejiang University', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Moganshan Institute ZJUT', 'affiliation-city': 'Deqing', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105042927764,2-s2.0-105042927764,TaC-reinforced GH4099 superalloy composite for enhanced high-temperature performance by additive manufacturing,Li M.,Composites Part B Engineering,13598368,325,,2026-10-01,October 2026,10.1016/j.compositesb.2026.113920,0,"[{'@_fa': 'true', 'affilname': ""State Key Laboratory for Manufacturing Systems Engineering, Xi'an Jiaotong University"", 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105042719880,2-s2.0-105042719880,Prediction of strength and impact toughness of additive manufactured GH4169 superalloy at different temperatures,Zhang Z.,Materials Science and Engineering A,09215093,972,,2026-10-01,October 2026,10.1016/j.msea.2026.150667,0,"[{'@_fa': 'true', 'affilname': 'Institute of Metal Research Chinese Academy of Sciences', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shenyang Institute of Engineering', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': ""Xi'an Space Engine Company Limited"", 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105044135822,2-s2.0-105044135822,"Machine learning design of printable high-strength, high Al+Ti nickel-based superalloy",Tian P.,Materials Science and Engineering A,09215093,973,,2026-10-01,October 2026,10.1016/j.msea.2026.150748,0,"[{'@_fa': 'true', 'affilname': 'Lanzhou University of Technology', 'affiliation-city': 'Lanzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Tianshui Normal University', 'affiliation-city': 'Tianshui', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Henan Academy of Sciences', 'affiliation-city': 'Zhengzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105043748522,2-s2.0-105043748522,Porosity suppression and synchronous strengthening via phase engineering in an additively manufactured superalloy,Liu G.,Journal of Manufacturing Processes,15266125,173,691-708,2026-09-15,15 September 2026,10.1016/j.jmapro.2026.06.089,0,"[{'@_fa': 'true', 'affilname': 'Tsinghua University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Nanjing University of Aeronautics and Astronautics', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Changsha University of Science and Technology', 'affiliation-city': 'Changsha', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'College of Mechanical and Electrical Engineering', 'affiliation-city': 'Changsha', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105043416454,2-s2.0-105043416454,Anomalous 3D internal oxide network formation in Ni-based superalloy 247 processed by electron beam powder bed fusion additive manufacturing,Hariharan K.,Corrosion Science,0010938X,270,,2026-09-01,September 2026,10.1016/j.corsci.2026.114076,0,"[{'@_fa': 'true', 'affilname': 'Rheinisch-Westfälische Technische Hochschule Aachen', 'affiliation-city': 'Aachen', 'affiliation-country': 'Germany'}, {'@_fa': 'true', 'affilname': 'Friedrich-Alexander-Universität Erlangen-Nürnberg', 'affiliation-city': 'Erlangen', 'affiliation-country': 'Germany'}, {'@_fa': 'true', 'affilname': 'Indian Institute of Technology Bombay', 'affiliation-city': 'Mumbai', 'affiliation-country': 'India'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",,
true,https://api.elsevier.com/content/abstract/scopus_id/105042115290,2-s2.0-105042115290,Improved hot cracking resistance and microstructure in nickel-based superalloys with yttrium addition,Liu E.,Materials Characterization,10445803,239,,2026-09-01,September 2026,10.1016/j.matchar.2026.116664,0,"[{'@_fa': 'true', 'affilname': 'University of Science and Technology Beijing', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'China University of Mining & Technology, Beijing', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Chongqing University of Technology', 'affiliation-city': 'Chongqing', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105043996335,2-s2.0-105043996335,Recent advances in phase-field modeling of microstructural evolution in superalloys,Zhang Y.,Materials Science and Engineering R Reports,0927796X,171,,2026-09-01,September 2026,10.1016/j.mser.2026.101268,0,"[{'@_fa': 'true', 'affilname': 'Shanghai Jiao Tong University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Central South University', 'affiliation-city': 'Changsha', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Chongqing University', 'affiliation-city': 'Chongqing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'North University of China', 'affiliation-city': 'Taiyuan', 'affiliation-country': 'China'}]",Journal,re,Review,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105042613860,2-s2.0-105042613860,GND density in an additively manufactured CoNi superalloy: A 3D EBSD perspective,Nascimento A.,Acta Materialia,13596454,316,,2026-09-01,1 September 2026,10.1016/j.actamat.2026.122410,0,"[{'@_fa': 'true', 'affilname': 'The Robert Mehrabian College of Engineering', 'affiliation-city': 'Santa Barbara', 'affiliation-country': 'United States'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105042229772,2-s2.0-105042229772,Oxidation behavior of Ni-based superalloy fabricated by laser powder bed fusion: Enhancement mechanism of post heat treatment,Yu H.,Corrosion Science,0010938X,270,,2026-09-01,September 2026,10.1016/j.corsci.2026.114043,0,"[{'@_fa': 'true', 'affilname': 'Monash University', 'affiliation-city': 'Melbourne', 'affiliation-country': 'Australia'}, {'@_fa': 'true', 'affilname': 'Northeastern University', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'CSIC-CENIM - Materalia Group', 'affiliation-city': 'Madrid', 'affiliation-country': 'Spain'}, {'@_fa': 'true', 'affilname': 'Suzhou Industrial Park Monash Research Institute of Science and Technology', 'affiliation-city': 'Suzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
